goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/bench/compare
cpu: Intel(R) Core(TM) i9-14900KF
github.com/exergy-dev/go-topology-suite/bench/compare.runImplSub.func1(0xc00020c2c8)
	/home/rkm/projects/go-topology-suite/bench/compare/compare_test.go:40 +0x86 fp=0xc0000a0eb0 sp=0xc0000a0e58 pc=0x6550e6
testing.(*B).runN(0xc00020c2c8, 0xe82)
	/usr/local/go/src/testing/benchmark.go:219 +0x190 fp=0xc0000a0f40 sp=0xc0000a0eb0 pc=0x4e2d90
testing.(*B).launch(0xc00020c2c8)
	/usr/local/go/src/testing/benchmark.go:354 +0x1bc fp=0xc0000a0fc8 sp=0xc0000a0f40 pc=0x4e397c
testing.(*B).doBench.gowrap1()
	/usr/local/go/src/testing/benchmark.go:296 +0x25 fp=0xc0000a0fe0 sp=0xc0000a0fc8 pc=0x4e3785
runtime.goexit({})
	/usr/local/go/src/runtime/asm_amd64.s:1693 +0x1 fp=0xc0000a0fe8 sp=0xc0000a0fe0 pc=0x482a81
created by testing.(*B).doBench in goroutine 575
	/usr/local/go/src/testing/benchmark.go:296 +0x65

goroutine 1 gp=0xc000002380 m=nil [chan receive]:
runtime.gopark(0x60e700000000?, 0x200e700000000?, 0x88?, 0xdf?, 0x7f3f69fc0a78?)
	/usr/local/go/src/runtime/proc.go:460 +0xce fp=0xc0000a3840 sp=0xc0000a3820 pc=0x47b4ce
runtime.chanrecv(0xc001274000, 0x0, 0x1)
	/usr/local/go/src/runtime/chan.go:667 +0x473 fp=0xc0000a38b8 sp=0xc0000a3840 pc=0x412813
runtime.chanrecv1(0x7f3f69fcc230?, 0x7f3f69fca430?)
	/usr/local/go/src/runtime/chan.go:509 +0x12 fp=0xc0000a38e0 sp=0xc0000a38b8 pc=0x412392
testing.(*B).run1(0xc00020c848)
	/usr/local/go/src/testing/benchmark.go:247 +0xa6 fp=0xc0000a39d0 sp=0xc0000a38e0 pc=0x4e2fa6
testing.(*B).Run(0xc00020c008, {0x70b820?, 0x49d833?}, 0x719658)
	/usr/local/go/src/testing/benchmark.go:862 +0x4d4 fp=0xc0000a3ad0 sp=0xc0000a39d0 pc=0x4e5b34
testing.runBenchmarks.func1(0xc00020c008)
